PCG.Homo_sapiens	conf.Homo_sapiens	PCG.Mus_musculus	conf.Mus_musculus	lncRNA.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens	lncRNA.Mus_musculus	class.Mus_musculus	distance.Mus_musculus	orthology_type.Homo_sapiens-Mus_musculus
ENSG00000205213	lncgDivg	ENSMUSG00000050199	lncgDivg	ENSG00000254862	n.1.1	0	ENSMUSG00000063751	n.n.n	4279	one_to_one
ENSG00000171587	lncgDivg	ENSMUSG00000050272	lncgDivg	ENSG00000288069;ENSG00000235123	1.1.1;n.1.1	0;0	ENSMUSG00000117000;ENSMUSG00000117179;ENSMUSG00000117324	n.n.1;1.1.1;n.1.1	0;0;0	many_to_many
ENSG00000166342	lncgDivg	ENSMUSG00000050321	lncgDivg	ENSG00000263958	n.1.1	242	ENSMUSG00000117778	1.1.1	0	one_to_one
ENSG00000148948	lncgDivg	ENSMUSG00000050587	lncgDivg	ENSG00000255132	1.1.1	0	ENSMUSG00000091061	1.1.1	0	one_to_one
ENSG00000173436	lncgDivg	ENSMUSG00000050608	lncgDivg	ENSG00000235185	1.1.1	0	ENSMUSG00000120910	1.1.1	0	one_to_one
ENSG00000072657	lncgDivg	ENSMUSG00000050663	lncgDivg	ENSG00000236333	n.n.1	0	ENSMUSG00000089934;ENSMUSG00000084865	1.1.1;1.1.1	0;0	one_to_many
ENSG00000165895	lncgDivg	ENSMUSG00000050730	lncgDivg	ENSG00000248027	1.1.1	0	ENSMUSG00000085253	n.n.1	0	one_to_one
ENSG00000175787	lncgDivg	ENSMUSG00000050954	lncgDivg	ENSG00000230262	n.n.1	0	ENSMUSG00000053181	1.1.1	119	one_to_one
ENSG00000154229	lncgDivg	ENSMUSG00000050965	lncgDivg	ENSG00000289587;ENSG00000264630	n.1.1;n.1.1	0;0	ENSMUSG00000086078;ENSMUSG00000084978	1.1.1;1.1.1	0;0	many_to_many_strict
ENSG00000122012	lncgDivg	ENSMUSG00000051111	lncgDivg	ENSG00000248127;ENSG00000250348	1.1.1;1.1.1	0;0	ENSMUSG00000100475	1.1.1	792	many_to_one
ENSG00000168300	lncgDivg	ENSMUSG00000051285	lncgDivg	ENSG00000228801	n.1.1	129	ENSMUSG00000120372	1.1.1	96	one_to_one
ENSG00000197077	lncgDivg	ENSMUSG00000051339	lncgDivg	ENSG00000279110;ENSG00000279548;ENSG00000279085;ENSG00000203280;ENSG00000279006	1.1.1;1.1.1;1.1.1;1.1.1;1.1.1	0;0;0;0;0	ENSMUSG00000106659	1.1.1	0	many_to_one
ENSG00000104490	lncgDivg	ENSMUSG00000051359	lncgDivg	ENSG00000253629	1.1.1	0	ENSMUSG00000101671;ENSMUSG00000086125;ENSMUSG00000022288	1.1.1;1.1.1;1.1.1	0;0;0	one_to_many
ENSG00000156453	lncgDivg	ENSMUSG00000051375	lncgDivg	ENSG00000287726	n.1.1	3569	ENSMUSG00000089983	n.n.1	0	one_to_one
ENSG00000183775	lncgDivg	ENSMUSG00000051401	lncgDivg	ENSG00000285605	1.1.1	0	ENSMUSG00000118315;ENSMUSG00000117674	1.1.1;1.1.1	0;0	one_to_many
ENSG00000142621	lncgDivg	ENSMUSG00000051435	lncgDivg	ENSG00000236045;ENSG00000233485	1.1.1;1.1.1	0;0	ENSMUSG00000085424	1.1.1	0	many_to_one
ENSG00000168264	lncgDivg	ENSMUSG00000051495	lncgDivg	ENSG00000228830	1.1.1	0	ENSMUSG00000120101	1.1.1	705	one_to_one
ENSG00000197063	lncgDivg	ENSMUSG00000051510	lncgDivg	ENSG00000265688;ENSG00000264769	1.1.1;1.1.1	94;0	ENSMUSG00000120999	n.1.1	117	many_to_one
ENSG00000243156	lncgDivg	ENSMUSG00000051586	lncgDivg	ENSG00000235295;ENSG00000286990	1.1.1;1.1.1	4824;0	ENSMUSG00000108232;ENSMUSG00000097011;ENSMUSG00000108171	1.1.1;n.1.1;1.1.1	0;0;0	many_to_many
ENSG00000155657	lncgDivg	ENSMUSG00000051747	lncgDivg	ENSG00000270277;ENSG00000271141;ENSG00000267784;ENSG00000270574;ENSG00000270956;ENSG00000271401;ENSG00000271011	1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1	0;0;0;0;0;0;0	ENSMUSG00000086354	1.1.1	0	many_to_one
ENSG00000106484	lncgDivg	ENSMUSG00000051855	lncgDivg	ENSG00000259920;ENSG00000272701;ENSG00000270823	1.1.1;n.1.1;1.1.1	1779;0;0	ENSMUSG00000107825	1.1.1	0	many_to_one
ENSG00000054611	lncgDivg	ENSMUSG00000051864	lncgDivg	ENSG00000260708;ENSG00000280080	1.1.1;n.1.1	53;0	ENSMUSG00000120224;ENSMUSG00000115918	1.1.1;n.1.1	49;0	many_to_many_strict
ENSG00000197776	lncgDivg	ENSMUSG00000051890	lncgDivg	ENSG00000258400	1.1.1	0	ENSMUSG00000085539	1.1.1	0	one_to_one
ENSG00000110693	lncgDivg	ENSMUSG00000051910	lncgDivg	ENSG00000254878	1.1.1	0	ENSMUSG00000108489;ENSMUSG00000030664	1.1.1;1.1.1	0;0	one_to_many
ENSG00000206579	lncgDivg	ENSMUSG00000051951	lncgDivg	ENSG00000253976;ENSG00000254357	1.1.1;1.1.1	0;0	ENSMUSG00000089699	1.1.1	0	many_to_one
ENSG00000116117	lncgDivg	ENSMUSG00000052062	lncgDivg	ENSG00000287524	1.1.1	0	ENSMUSG00000100750;ENSMUSG00000085842;ENSMUSG00000085019;ENSMUSG00000085400	1.1.1;n.n.1;1.1.1;1.1.1	0;0;0;0	one_to_many
ENSG00000107099	lncgDivg	ENSMUSG00000052085	lncgDivg	ENSG00000235880;ENSG00000183784	1.1.1;n.1.1	0;0	ENSMUSG00000120776	1.1.1	0	many_to_one
ENSG00000168502	lncgDivg	ENSMUSG00000052105	lncgDivg	ENSG00000265962	1.1.1	0	ENSMUSG00000117003	1.1.1	104	one_to_one
ENSG00000204060	lncgDivg	ENSMUSG00000052135	lncgDivg	ENSG00000229901	1.1.1	0	ENSMUSG00000084929	1.1.1	3992	one_to_one
ENSG00000158019	lncgDivg	ENSMUSG00000052139	lncgDivg	ENSG00000223522	n.1.1	0	ENSMUSG00000106894	1.1.1	0	one_to_one
ENSG00000188729	lncgDivg	ENSMUSG00000052276	lncgDivg	ENSG00000233308	n.n.1	0	ENSMUSG00000116530	1.1.1	0	one_to_one
ENSG00000111490	lncgDivg	ENSMUSG00000052302	lncgDivg	ENSG00000286682	1.1.1	0	ENSMUSG00000112014	n.n.1	0	one_to_one
ENSG00000065413	lncgDivg	ENSMUSG00000052331	lncgDivg	ENSG00000231621;ENSG00000225979	n.1.1;1.1.1	0;220	ENSMUSG00000101674	n.n.1	0	many_to_one
ENSG00000083067	lncgDivg	ENSMUSG00000052387	lncgDivg	ENSG00000223966;ENSG00000232086	1.1.1;1.1.1	0;0	ENSMUSG00000098739	n.n.1	0	many_to_one
ENSG00000214194	lncgDivg	ENSMUSG00000052419	lncgDivg	ENSG00000289630	1.1.1	106	ENSMUSG00000097616	n.1.1	19	one_to_one
ENSG00000143183	lncgDivg	ENSMUSG00000052428	lncgDivg	ENSG00000224358	1.1.1	0	ENSMUSG00000121275	1.1.1	0	one_to_one
ENSG00000166833	lncgDivg	ENSMUSG00000052512	lncgDivg	ENSG00000255043;ENSG00000254453;ENSG00000254542;ENSG00000254622;ENSG00000270607;ENSG00000254894	n.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1	0;0;0;0;0;0	ENSMUSG00000108950;ENSMUSG00000110093	n.1.1;1.1.1	0;0	many_to_many
ENSG00000095319	lncgDivg	ENSMUSG00000052533	lncgDivg	ENSG00000267834	1.1.1	0	ENSMUSG00000084892	1.1.1	0	one_to_one
ENSG00000185736	lncgDivg	ENSMUSG00000052551	lncgDivg	ENSG00000205696	n.1.1	0	ENSMUSG00000114126	1.1.1	2372	one_to_one
ENSG00000261609	lncgDivg	ENSMUSG00000052557	lncgDivg	ENSG00000289067;ENSG00000260495	1.1.1;1.1.1	125;1521	ENSMUSG00000121084	1.1.1	302	many_to_one
ENSG00000150672	lncgDivg	ENSMUSG00000052572	lncgDivg	ENSG00000255555;ENSG00000255311;ENSG00000254787	1.1.1;n.n.1;1.1.1	0;0;0	ENSMUSG00000109382	1.1.1	0	many_to_one
ENSG00000176204	lncgDivg	ENSMUSG00000052581	lncgDivg	ENSG00000234653	1.1.1	0	ENSMUSG00000086739	1.1.1	0	one_to_one
ENSG00000151694	lncgDivg	ENSMUSG00000052593	lncgDivg	ENSG00000239300;ENSG00000271855	n.n.1;1.1.1	0;0	ENSMUSG00000116819	1.1.1	133	many_to_one
ENSG00000150275	lncgDivg	ENSMUSG00000052613	lncgDivg	ENSG00000228048;ENSG00000223800;ENSG00000234173	1.1.1;1.1.1;1.1.1	0;0;0	ENSMUSG00000085456	n.1.1	0	many_to_one
ENSG00000177606	lncgDivg	ENSMUSG00000052684	lncgDivg	ENSG00000234807	n.1.1	1080	ENSMUSG00000087366	n.n.1	0	one_to_one
ENSG00000171914	lncgDivg	ENSMUSG00000052698	lncgDivg	ENSG00000259756;ENSG00000274340;ENSG00000259458	1.1.1;1.1.1;n.1.1	0;1651;0	ENSMUSG00000111412	1.1.1	0	many_to_one
ENSG00000168916	lncgDivg	ENSMUSG00000052713	lncgDivg	ENSG00000249112	1.1.1	0	ENSMUSG00000096948;ENSMUSG00000120640	n.n.1;1.1.1	0;0	one_to_many
ENSG00000131711	lncgDivg	ENSMUSG00000052727	lncgDivg	ENSG00000285804	n.n.1	0	ENSMUSG00000097027	1.1.1	89	one_to_one
ENSG00000134030	lncgDivg	ENSMUSG00000052928	lncgDivg	ENSG00000267764;ENSG00000267762	1.1.1;1.1.1	0;0	ENSMUSG00000097712	1.1.1	0	many_to_one
ENSG00000107249	lncgDivg	ENSMUSG00000052942	lncgDivg	ENSG00000228322;ENSG00000237009;ENSG00000236724	1.1.1;1.1.1;1.1.1	0;0;0	ENSMUSG00000097735	n.1.1	0	many_to_one
ENSG00000106066	lncgDivg	ENSMUSG00000052955	lncgDivg	ENSG00000229452;ENSG00000285412	1.1.1;n.1.1	0;0	ENSMUSG00000108060	n.n.n	20	many_to_one
ENSG00000180447	lncgDivg	ENSMUSG00000052957	lncgDivg	ENSG00000226237	n.1.1	1123	ENSMUSG00000114433	n.n.1	0	one_to_one
ENSG00000196639	lncgDivg	ENSMUSG00000053004	lncgDivg	ENSG00000285906	n.1.1	0	ENSMUSG00000120498	1.1.1	145	one_to_one
ENSG00000185518	lncgDivg	ENSMUSG00000053025	lncgDivg	ENSG00000285661	1.1.1	112	ENSMUSG00000097247	n.1.1	0	one_to_one
ENSG00000092054	lncgDivg	ENSMUSG00000053093	lncgDivg	ENSG00000258444	1.1.1	0	ENSMUSG00000115610;ENSMUSG00000101680	1.1.1;1.1.1	0;0	one_to_many
ENSG00000137693	lncgDivg	ENSMUSG00000053110	lncgDivg	ENSG00000254422;ENSG00000277459	1.1.1;1.1.1	0;0	ENSMUSG00000110161;ENSMUSG00000092185	1.1.1;1.1.1	234;0	many_to_many_strict
ENSG00000196090	lncgDivg	ENSMUSG00000053141	lncgDivg	ENSG00000229042;ENSG00000233508;ENSG00000227599	n.1.1;n.1.1;1.1.1	0;131;0	ENSMUSG00000084919;ENSMUSG00000054457	1.1.1;n.1.1	0;123	many_to_many
ENSG00000154146	lncgDivg	ENSMUSG00000053310	lncgDivg	ENSG00000255045	1.1.1	0	ENSMUSG00000120926	1.1.1	0	one_to_one
ENSG00000182132	lncgDivg	ENSMUSG00000053519	lncgDivg	ENSG00000253858;ENSG00000253591	1.1.1;n.1.1	0;0	ENSMUSG00000087328;ENSMUSG00000085240	1.1.1;1.1.1	0;0	many_to_many_strict
ENSG00000160888	lncgDivg	ENSMUSG00000053560	lncgDivg	ENSG00000287296;ENSG00000267598	1.1.1;n.1.1	0;0	ENSMUSG00000120944;ENSMUSG00000120095	1.1.1;n.n.n	1368;2242	many_to_many_strict
ENSG00000178381	lncgDivg	ENSMUSG00000053581	lncgDivg	ENSG00000229043	n.n.1	0	ENSMUSG00000121177	1.1.1	144	one_to_one
ENSG00000078114	lncgDivg	ENSMUSG00000053702	lncgDivg	ENSG00000231920	n.n.1	0	ENSMUSG00000085100	1.1.1	0	one_to_one
ENSG00000106554	lncgDivg	ENSMUSG00000053768	lncgDivg	ENSG00000227197	1.1.1	0	ENSMUSG00000085847	1.1.1	0	one_to_one
ENSG00000139220	lncgDivg	ENSMUSG00000053825	lncgDivg	ENSG00000257467;ENSG00000258162	n.n.1;n.n.1	0;0	ENSMUSG00000112201	n.1.1	0	many_to_one
ENSG00000080603	lncgDivg	ENSMUSG00000053877	lncgDivg	ENSG00000261840	n.n.1	0	ENSMUSG00000101225	1.1.1	0	one_to_one
ENSG00000182472	lncgDivg	ENSMUSG00000054083	lncgDivg	ENSG00000267892	1.1.1	0	ENSMUSG00000109307	1.1.1	0	one_to_one
ENSG00000177398	lncgDivg	ENSMUSG00000054134	lncgDivg	ENSG00000184385	1.1.1	0	ENSMUSG00000117786;ENSMUSG00000118169	1.1.1;1.1.1	0;0	one_to_many
ENSG00000143878	lncgDivg	ENSMUSG00000054364	lncgDivg	ENSG00000290108	1.1.1	181	ENSMUSG00000120673	1.1.1	175	one_to_one
ENSG00000166750	lncgDivg	ENSMUSG00000054404	lncgDivg	ENSG00000266947	n.1.1	108	ENSMUSG00000086327	n.n.1	0	one_to_one
ENSG00000130770	lncgDivg	ENSMUSG00000054428	lncgDivg	ENSG00000270605;ENSG00000290123	1.1.1;1.1.1	0;0	ENSMUSG00000087352	n.1.1	0	many_to_one
ENSG00000133124	lncgDivg	ENSMUSG00000054667	lncgDivg	ENSG00000237863	n.1.1	0	ENSMUSG00000086426	1.1.1	0	one_to_one
ENSG00000164104	lncgDivg	ENSMUSG00000054717	lncgDivg	ENSG00000288728	1.1.1	320	ENSMUSG00000120635	1.1.1	361	one_to_one
ENSG00000109189	lncgDivg	ENSMUSG00000054814	lncgDivg	ENSG00000248866	1.1.1	105	ENSMUSG00000087250;ENSMUSG00000086234	1.1.1;n.1.1	0;0	one_to_many
ENSG00000107518	lncgDivg	ENSMUSG00000054843	lncgDivg	ENSG00000285582	1.1.1	0	ENSMUSG00000117871	1.1.1	0	one_to_one
ENSG00000214694	lncgDivg	ENSMUSG00000054901	lncgDivg	ENSG00000269210	1.1.1	0	ENSMUSG00000066938	1.1.1	0	one_to_one
ENSG00000157985	lncgDivg	ENSMUSG00000055013	lncgDivg	ENSG00000222007	n.1.1	0	ENSMUSG00000102009;ENSMUSG00000121272	n.1.1;1.1.1	0;0	one_to_many
ENSG00000133794	lncgDivg	ENSMUSG00000055116	lncgDivg	ENSG00000290083	1.1.1	0	ENSMUSG00000109959	1.1.1	0	one_to_one
ENSG00000175600	lncgDivg	ENSMUSG00000055137	lncgDivg	ENSG00000203446	1.1.1	0	ENSMUSG00000113851	1.1.1	0	one_to_one
ENSG00000132466	lncgDivg	ENSMUSG00000055204	lncgDivg	ENSG00000250220	1.1.1	411	ENSMUSG00000054945	n.1.1	43	one_to_one
ENSG00000186564	lncgDivg	ENSMUSG00000055210	lncgDivg	ENSG00000237424	1.1.1	3403	ENSMUSG00000085399	n.1.1	354	one_to_one
ENSG00000180287	lncgDivg	ENSMUSG00000055214	lncgDivg	ENSG00000224525;ENSG00000272865	1.1.1;n.1.1	0;0	ENSMUSG00000104157	1.1.1	901	many_to_one
ENSG00000187079	lncgDivg	ENSMUSG00000055320	lncgDivg	ENSG00000254688;ENSG00000203258	1.1.1;1.1.1	0;0	ENSMUSG00000085945	n.1.1	0	many_to_one
ENSG00000178222	lncgDivg	ENSMUSG00000055385	lncgDivg	ENSG00000251652	n.1.1	18745	ENSMUSG00000101762	1.1.1	0	one_to_one
ENSG00000165973	lncgDivg	ENSMUSG00000055409	lncgDivg	ENSG00000254906;ENSG00000255167	1.1.1;1.1.1	0;0	ENSMUSG00000085265	n.n.1	0	many_to_one
ENSG00000118322	lncgDivg	ENSMUSG00000055415	lncgDivg	ENSG00000253687;ENSG00000254391	1.1.1;1.1.1	0;0	ENSMUSG00000085533;ENSMUSG00000086170	1.1.1;1.1.1	0;0	many_to_many_strict
ENSG00000178573	lncgDivg	ENSMUSG00000055435	lncgDivg	ENSG00000277214	1.1.1	2835	ENSMUSG00000086717	1.1.1	0	one_to_one
ENSG00000080224	lncgDivg	ENSMUSG00000055540	lncgDivg	ENSG00000286447	n.1.1	174	ENSMUSG00000089685	n.n.1	0	one_to_one
ENSG00000176595	lncgDivg	ENSMUSG00000055675	lncgDivg	ENSG00000253764	n.n.1	0	ENSMUSG00000098322	1.1.1	0	one_to_one
ENSG00000185942	lncgDivg	ENSMUSG00000055761	lncgDivg	ENSG00000285971;ENSG00000287105;ENSG00000254050	1.1.1;1.1.1;1.1.1	0;0;0	ENSMUSG00000086017	1.1.1	0	many_to_one
ENSG00000184922	lncgDivg	ENSMUSG00000055805	lncgDivg	ENSG00000267121;ENSG00000233175	n.n.1;n.1.1	0;0	ENSMUSG00000092371	1.1.1	0	many_to_one
ENSG00000167646	lncgDivg	ENSMUSG00000055809	lncgDivg	ENSG00000267577	1.1.1	0	ENSMUSG00000085725	n.1.1	0	one_to_one
ENSG00000140718	lncgDivg	ENSMUSG00000055932	lncgDivg	ENSG00000261630;ENSG00000261049;ENSG00000260194	1.1.1;1.1.1;1.1.1	0;0;0	ENSMUSG00000110138;ENSMUSG00000090778	1.1.1;n.1.1	0;0	many_to_many
ENSG00000154305	lncgDivg	ENSMUSG00000056050	lncgDivg	ENSG00000272750	1.1.1	0	ENSMUSG00000121189	1.1.1	0	one_to_one
ENSG00000115525	lncgDivg	ENSMUSG00000056091	lncgDivg	ENSG00000272564;ENSG00000232504	1.1.1;n.1.1	0;0	ENSMUSG00000108709	n.1.1	0	many_to_one
ENSG00000150656	lncgDivg	ENSMUSG00000056162	lncgDivg	ENSG00000264340	1.1.1	0	ENSMUSG00000117676	1.1.1	0	one_to_one
ENSG00000121931	lncgDivg	ENSMUSG00000056260	lncgDivg	ENSG00000273010	1.1.1	0	ENSMUSG00000120716	1.1.1	68	one_to_one
ENSG00000163630	lncgDivg	ENSMUSG00000056296	lncgDivg	ENSG00000241359	1.1.1	0	ENSMUSG00000051729	n.1.1	142	one_to_one
ENSG00000152291	lncgDivg	ENSMUSG00000056429	lncgDivg	ENSG00000290110	1.1.1	0	ENSMUSG00000092386	1.1.1	0	one_to_one
ENSG00000155093	lncgDivg	ENSMUSG00000056553	lncgDivg	ENSG00000233038;ENSG00000222012;ENSG00000231980;ENSG00000289418;ENSG00000272839;ENSG00000225365;ENSG00000232715;ENSG00000285821	n.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1	0;0;0;0;0;0;2806;0	ENSMUSG00000099907	n.1.1	0	many_to_one
ENSG00000073910	lncgDivg	ENSMUSG00000056602	lncgDivg	ENSG00000287904;ENSG00000237637	1.1.1;1.1.1	174;0	ENSMUSG00000106719	1.1.1	0	many_to_one
ENSG00000165030	lncgDivg	ENSMUSG00000056749	lncgDivg	ENSG00000233081	1.1.1	2406	ENSMUSG00000120159	n.1.1	4903	one_to_one
ENSG00000007174	lncgDivg	ENSMUSG00000056752	lncgDivg	ENSG00000263684	1.1.1	0	ENSMUSG00000084967	1.1.1	0	one_to_one
ENSG00000196277	lncgDivg	ENSMUSG00000056755	lncgDivg	ENSG00000236202;ENSG00000237665;ENSG00000226258	n.1.1;1.1.1;n.n.1	0;0;0	ENSMUSG00000092448	1.1.1	0	many_to_one
ENSG00000149948	lncgDivg	ENSMUSG00000056758	lncgDivg	ENSG00000197301;ENSG00000256083	n.n.1;1.1.1	0;0	ENSMUSG00000034764;ENSMUSG00000090191	n.1.1;1.1.1	0;0	many_to_many_strict
ENSG00000141293	lncgDivg	ENSMUSG00000057058	lncgDivg	ENSG00000263787;ENSG00000235300	1.1.1;n.1.1	0;0	ENSMUSG00000075586	1.1.1	46	many_to_one
ENSG00000164330	lncgDivg	ENSMUSG00000057098	lncgDivg	ENSG00000245812;ENSG00000253811;ENSG00000253456	n.1.1;1.1.1;1.1.1	567;0;0	ENSMUSG00000085784	1.1.1	0	many_to_one
ENSG00000265107	lncgDivg	ENSMUSG00000057123	lncgDivg	ENSG00000234190;ENSG00000274415	1.1.1;n.1.1	4228;0	ENSMUSG00000105385	1.1.1	0	many_to_one
ENSG00000134146	lncgDivg	ENSMUSG00000057147	lncgDivg	ENSG00000248079	n.n.1	0	ENSMUSG00000084785	1.1.1	0	one_to_one
ENSG00000115977	lncgDivg	ENSMUSG00000057230	lncgDivg	ENSG00000289250	1.1.1	0	ENSMUSG00000100164	1.1.1	77	one_to_one
ENSG00000171791	lncgDivg	ENSMUSG00000057329	lncgDivg	ENSG00000283125	1.1.1	0	ENSMUSG00000054006	n.1.1	0	one_to_one
ENSG00000143702	lncgDivg	ENSMUSG00000057335	lncgDivg	ENSG00000227230;ENSG00000232085	1.1.1;n.1.1	0;0	ENSMUSG00000103435	1.1.1	0	many_to_one
ENSG00000035141	lncgDivg	ENSMUSG00000057497	lncgDivg	ENSG00000233849	1.1.1	0	ENSMUSG00000120960	1.1.1	103	one_to_one
ENSG00000117298	lncgDivg	ENSMUSG00000057530	lncgDivg	ENSG00000236936;ENSG00000231105	1.1.1;n.1.1	0;0	ENSMUSG00000085823	n.1.1	0	many_to_one
ENSG00000261115	lncgDivg	ENSMUSG00000057716	lncgDivg	ENSG00000285841;ENSG00000261629;ENSG00000204990	1.1.1;1.1.1;1.1.1	0;0;0	ENSMUSG00000097484;ENSMUSG00000097406	1.1.1;1.1.1	0;0	many_to_many
ENSG00000165995	lncgDivg	ENSMUSG00000057914	lncgDivg	ENSG00000225527;ENSG00000235020	1.1.1;n.1.1	0;0	ENSMUSG00000087086;ENSMUSG00000104106	n.n.1;1.1.1	0;0	many_to_many_strict
ENSG00000100605	lncgDivg	ENSMUSG00000057963	lncgDivg	ENSG00000258730	1.1.1	0	ENSMUSG00000095174	1.1.1	0	one_to_one
ENSG00000111863	lncgDivg	ENSMUSG00000058022	lncgDivg	ENSG00000234427;ENSG00000287593	1.1.1;n.n.1	3556;0	ENSMUSG00000085759;ENSMUSG00000099672	1.1.1;1.1.1	0;0	many_to_many_strict
ENSG00000129116	lncgDivg	ENSMUSG00000058056	lncgDivg	ENSG00000249609;ENSG00000249623	1.1.1;1.1.1	0;0	ENSMUSG00000086866;ENSMUSG00000121162	n.n.n;1.1.1	0;0	many_to_many_strict
ENSG00000140470	lncgDivg	ENSMUSG00000058145	lncgDivg	ENSG00000259219;ENSG00000259356	1.1.1;1.1.1	0;0	ENSMUSG00000121207	1.1.1	0	many_to_one
ENSG00000135365	lncgDivg	ENSMUSG00000058318	lncgDivg	ENSG00000255314;ENSG00000254653	n.1.1;1.1.1	1577;0	ENSMUSG00000087197	1.1.1	0	many_to_one
ENSG00000106459	lncgDivg	ENSMUSG00000058440	lncgDivg	ENSG00000273329	1.1.1	49	ENSMUSG00000120456	1.1.1	44	one_to_one
ENSG00000177570	lncgDivg	ENSMUSG00000058656	lncgDivg	ENSG00000225885;ENSG00000281641	n.1.1;n.1.1	0;0	ENSMUSG00000072584;ENSMUSG00000115761	1.1.1;1.1.1	0;0	many_to_many_strict
ENSG00000101493	lncgDivg	ENSMUSG00000058881	lncgDivg	ENSG00000265778;ENSG00000263982;ENSG00000275763	n.1.1;1.1.1;1.1.1	0;0;279	ENSMUSG00000118339	n.1.1	0	many_to_one
ENSG00000230561	lncgDivg	ENSMUSG00000058925	lncgDivg	ENSG00000250603	1.1.1	0	ENSMUSG00000118322;ENSMUSG00000086607;ENSMUSG00000085800	1.1.1;n.n.n;n.1.1	0;0;28	one_to_many
ENSG00000069998	lncgDivg	ENSMUSG00000058979	lncgDivg	ENSG00000185837	n.1.1	0	ENSMUSG00000093739	1.1.1	0	one_to_one
ENSG00000102763	lncgDivg	ENSMUSG00000058997	lncgDivg	ENSG00000278338	n.n.1	0	ENSMUSG00000115167;ENSMUSG00000115090;ENSMUSG00000115111	1.1.1;1.1.1;1.1.1	0;0;0	one_to_many
ENSG00000095370	lncgDivg	ENSMUSG00000059013	lncgDivg	ENSG00000286196	1.1.1	0	ENSMUSG00000009551	n.1.1	0	one_to_one
ENSG00000140538	lncgDivg	ENSMUSG00000059146	lncgDivg	ENSG00000260305	1.1.1	0	ENSMUSG00000052629;ENSMUSG00000108788	n.n.1;1.1.1	0;0	one_to_many
ENSG00000171956	lncgDivg	ENSMUSG00000059246	lncgDivg	ENSG00000289162	n.1.1	180	ENSMUSG00000097623	n.n.1	0	one_to_one
ENSG00000184640	lncgDivg	ENSMUSG00000059248	lncgDivg	ENSG00000287257;ENSG00000266998;ENSG00000267016;ENSG00000263718	1.1.1;1.1.1;1.1.1;n.n.1	0;0;0;0	ENSMUSG00000086050	1.1.1	0	many_to_one
ENSG00000141376	lncgDivg	ENSMUSG00000059439	lncgDivg	ENSG00000267207;ENSG00000267449;ENSG00000286997;ENSG00000273982	1.1.1;1.1.1;1.1.1;1.1.1	0;0;0;0	ENSMUSG00000085514;ENSMUSG00000086199	1.1.1;n.1.1	0;0	many_to_many
ENSG00000188158	lncgDivg	ENSMUSG00000059493	lncgDivg	ENSG00000230020	1.1.1	0	ENSMUSG00000087571	1.1.1	0	one_to_one
ENSG00000024862	lncgDivg	ENSMUSG00000059554	lncgDivg	ENSG00000279968	n.1.1	117	ENSMUSG00000096977	n.1.1	368	one_to_one
ENSG00000185666	lncgDivg	ENSMUSG00000059602	lncgDivg	ENSG00000236054;ENSG00000229673	1.1.1;1.1.1	0;0	ENSMUSG00000087256;ENSMUSG00000112493	1.1.1;1.1.1	0;0	many_to_many_strict
ENSG00000184611	lncgDivg	ENSMUSG00000059742	lncgDivg	ENSG00000237750	1.1.1	0	ENSMUSG00000085029	1.1.1	0	one_to_one
ENSG00000138835	lncgDivg	ENSMUSG00000059810	lncgDivg	ENSG00000237073	1.1.1	0	ENSMUSG00000085177	1.1.1	0	one_to_one
ENSG00000131061	lncgDivg	ENSMUSG00000059842	lncgDivg	ENSG00000229188	1.1.1	0	ENSMUSG00000085483;ENSMUSG00000097602	1.1.1;n.1.1	0;0	one_to_many
ENSG00000157423	lncgDivg	ENSMUSG00000059854	lncgDivg	ENSG00000259798;ENSG00000259833	1.1.1;n.1.1	0;0	ENSMUSG00000097409	1.1.1	0	many_to_one
ENSG00000182168	lncgDivg	ENSMUSG00000059921	lncgDivg	ENSG00000271474	1.1.1	0	ENSMUSG00000089737;ENSMUSG00000089924	1.1.1;1.1.1	0;0	one_to_many
ENSG00000182667	lncgDivg	ENSMUSG00000059974	lncgDivg	ENSG00000237654;ENSG00000224795;ENSG00000285980;ENSG00000224700;ENSG00000238117	n.1.1;n.n.1;n.1.1;1.1.1;1.1.1	0;0;0;0;0	ENSMUSG00000085449	1.1.1	0	many_to_one
ENSG00000166734	lncgDivg	ENSMUSG00000060227	lncgDivg	ENSG00000259499;ENSG00000289277	1.1.1;n.1.1	0;311	ENSMUSG00000086913	1.1.1	253	many_to_one
ENSG00000158458	lncgDivg	ENSMUSG00000060275	lncgDivg	ENSG00000250692	1.1.1	0	ENSMUSG00000117852	n.1.1	0	one_to_one
ENSG00000188859	lncgDivg	ENSMUSG00000060568	lncgDivg	ENSG00000203307;ENSG00000229588	1.1.1;n.1.1	0;0	ENSMUSG00000097823;ENSMUSG00000102548	1.1.1;1.1.1	576;1689	many_to_many_strict
ENSG00000189283	lncgDivg	ENSMUSG00000060579	lncgDivg	ENSG00000287649	1.1.1	0	ENSMUSG00000089833;ENSMUSG00000114391	n.1.1;1.1.1	0;0	one_to_many
