lncRNAid_Mus_musculus	isTable_1_Homo_sapiens	orthology_type_synteny_Homo_sapiens	lncRNA_synteny_id_Homo_sapiens	isTable_2_Homo_sapiens	orthology_type_configuration_Homo_sapiens	configuration_type_configuration_Homo_sapiens	lncRNA_configuration_id_Homo_sapiens	isTable_3_Homo_sapiens	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris	sumIsTable	sumIsTable_1	sumIsTable_2	sumIsTable_3
ENSMUSG00000115944	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115946	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115957	1	many_to_many_DifferentNumber	ENSG00000235154;ENSG00000288540;ENSG00000205634;ENSG00000287225;ENSG00000238192;ENSG00000280080;ENSG00000285707;ENSG00000218357	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000115965	1	many_to_many_sameNumber	ENSG00000257510;ENSG00000258068;ENSG00000257373	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115968	1	many_to_one	ENSG00000262801	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845011552	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000115969	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115970	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	1	one_to_one	lincSS.dw	ENSCAFG00845019637	1	3	0	1	2
ENSMUSG00000115971	0	NA	NA	1	one_to_one	lincDivg	ENSG00000288106	1	0	NA	NA	0	NA	NA	NA	0	2	0	1	1
ENSMUSG00000115976	1	one_to_one	ENSG00000229999	1	one_to_one	lncgDivg	ENSG00000229999	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000115986	1	many_to_one	ENSG00000287208	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115988	1	one_to_one	ENSG00000287289	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115996	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000116004	1	many_to_many_DifferentNumber	ENSG00000273289;ENSG00000241990;ENSG00000273145;ENSG00000289044;ENSG00000197182	1	many_to_many_strict	lincDivg	ENSG00000273289;ENSG00000273145;ENSG00000241990	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000116009	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116010	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116029	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116033	1	one_to_one	ENSG00000257346	1	one_to_one	lncgDivg	ENSG00000257346	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000116038	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000116040	1	many_to_many_DifferentNumber	ENSG00000233179;ENSG00000224715;ENSG00000279712;ENSG00000278890;ENSG00000229275;ENSG00000285855;ENSG00000224271	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116056	1	one_to_many	ENSG00000257550;ENSG00000285692	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116066	0	NA	NA	1	many_to_one	lincConv	ENSG00000249388	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000116068	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116072	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116075	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000116088	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116091	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116092	1	many_to_many_sameNumber	ENSG00000254361;ENSG00000253988;ENSG00000254101	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116114	0	NA	NA	1	one_to_one	lncgConv	ENSG00000258279	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000116116	1	one_to_one	ENSG00000257137	1	one_to_one	lncgDivg	ENSG00000257671	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000116123	1	many_to_many_sameNumber	ENSG00000260071;ENSG00000261617;ENSG00000263244;ENSG00000283003	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845013611	0	NA	NA	NA	0	3	2	0	1
ENSMUSG00000116124	1	many_to_many_DifferentNumber	ENSG00000257228;ENSG00000257239;ENSG00000286591	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000116125	1	many_to_many_sameNumber	ENSG00000224794;ENSG00000284633	1	one_to_one	lncgDivg	ENSG00000284633	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000116130	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116132	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116160	1	many_to_one	ENSG00000289046	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116164	1	many_to_one	ENSG00000278126	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116167	1	many_to_many_sameNumber	ENSG00000254361;ENSG00000253988;ENSG00000254101	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116171	1	many_to_many_DifferentNumber	ENSG00000233179;ENSG00000224715;ENSG00000279712;ENSG00000278890;ENSG00000229275;ENSG00000285855;ENSG00000224271	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000116173	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116190	1	many_to_many_sameNumber	ENSG00000257510;ENSG00000258068;ENSG00000257373	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116197	1	many_to_one	ENSG00000262801	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845011552	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000116220	1	one_to_one	ENSG00000261202	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116223	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000258017	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000116227	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116229	1	many_to_many_DifferentNumber	ENSG00000233179;ENSG00000224715;ENSG00000279712;ENSG00000278890;ENSG00000229275;ENSG00000285855;ENSG00000224271	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000116237	1	many_to_many_DifferentNumber	ENSG00000257114;ENSG00000258331;ENSG00000257849;ENSG00000257164;ENSG00000257225	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116245	1	many_to_one	ENSG00000287208	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116253	1	many_to_one	ENSG00000289046	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116260	1	one_to_one	ENSG00000272694	1	one_to_one	lncgDivg	ENSG00000272694	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000116270	1	one_to_one	ENSG00000260310	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116287	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116288	1	one_to_one	ENSG00000285599	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116289	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000116290	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116294	1	many_to_many_DifferentNumber	ENSG00000254028;ENSG00000253433;ENSG00000254083;ENSG00000248492;ENSG00000251218;ENSG00000272456	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845010957	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000116295	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116296	1	many_to_many_DifferentNumber	ENSG00000233179;ENSG00000224715;ENSG00000279712;ENSG00000278890;ENSG00000229275;ENSG00000285855;ENSG00000224271	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000116305	1	many_to_many_DifferentNumber	ENSG00000273289;ENSG00000241990;ENSG00000273145;ENSG00000289044;ENSG00000197182	1	many_to_many_strict	lincDivg	ENSG00000273289;ENSG00000273145;ENSG00000241990	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000116307	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000116308	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000116309	1	many_to_one	ENSG00000257784	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000116311	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000116324	1	one_to_one	ENSG00000286878	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116353	1	many_to_many_DifferentNumber	ENSG00000233179;ENSG00000224715;ENSG00000279712;ENSG00000278890;ENSG00000229275;ENSG00000285855;ENSG00000224271	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000116360	1	many_to_many_sameNumber	ENSG00000257510;ENSG00000258068;ENSG00000257373	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116366	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116371	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000116380	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	1	one_to_one	lincSS.up	ENSCAFG00845014572	0	1	0	1	0
ENSMUSG00000116402	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116409	1	one_to_one	ENSG00000234300	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845012224	0	NA	NA	NA	0	3	2	0	1
ENSMUSG00000116426	1	many_to_many_sameNumber	ENSG00000260071;ENSG00000261617;ENSG00000263244;ENSG00000283003	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845013611	0	NA	NA	NA	0	3	2	0	1
ENSMUSG00000116428	1	one_to_one	ENSG00000257718	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116437	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116445	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116450	1	many_to_many_DifferentNumber	ENSG00000261319;ENSG00000260058;ENSG00000259819;ENSG00000257180;ENSG00000286635;ENSG00000260835;ENSG00000289107	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116469	1	many_to_many_sameNumber	ENSG00000260071;ENSG00000261617;ENSG00000263244;ENSG00000283003	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845013611	0	NA	NA	NA	0	3	2	0	1
ENSMUSG00000116480	0	NA	NA	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845020547	1	one_to_one	lncgSS.dw	ENSCAFG00845020547	1	4	1	1	2
ENSMUSG00000116482	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116483	1	many_to_many_sameNumber	ENSG00000254361;ENSG00000253988;ENSG00000254101	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116491	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116493	1	many_to_many_DifferentNumber	ENSG00000257114;ENSG00000258331;ENSG00000257849;ENSG00000257164;ENSG00000257225	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116500	1	one_to_many	ENSG00000286069;ENSG00000260030	1	one_to_many	lincDivg	ENSG00000260030;ENSG00000286069	0	0	NA	NA	0	NA	NA	NA	1	3	1	1	1
ENSMUSG00000116505	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000116506	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116518	1	many_to_one	ENSG00000257256	1	many_to_one	lncgDivg	ENSG00000257256	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000116520	1	one_to_many	ENSG00000262116;ENSG00000262267;ENSG00000262011	0	NA	NA	NA	0	1	one_to_one	ENSCAFG00845011566	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000116525	1	many_to_many_sameNumber	ENSG00000260071;ENSG00000261617;ENSG00000263244;ENSG00000283003	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845013611	0	NA	NA	NA	0	3	2	0	1
ENSMUSG00000116530	1	one_to_one	ENSG00000233308	1	one_to_one	lncgDivg	ENSG00000233308	0	0	NA	NA	0	NA	NA	NA	1	3	1	1	1
ENSMUSG00000116546	1	many_to_many_DifferentNumber	ENSG00000238031;ENSG00000233987;ENSG00000237222	0	NA	NA	NA	1	1	many_to_many_sameNumber	ENSCAFG00845030802;ENSCAFG00845030807	0	NA	NA	NA	1	4	2	0	2
ENSMUSG00000116551	1	many_to_many_sameNumber	ENSG00000227360;ENSG00000287092;ENSG00000289830;ENSG00000271265	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116554	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116555	1	many_to_many_DifferentNumber	ENSG00000231236;ENSG00000232855;ENSG00000236532	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845018228	0	NA	NA	NA	0	3	2	0	1
ENSMUSG00000116556	1	many_to_many_DifferentNumber	ENSG00000231236;ENSG00000232855;ENSG00000236532	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845018228	0	NA	NA	NA	0	3	2	0	1
ENSMUSG00000116557	1	one_to_one	ENSG00000236499	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116569	1	many_to_many_DifferentNumber	ENSG00000286517;ENSG00000231324;ENSG00000224269	1	one_to_one	lncgDivg	ENSG00000224269	1	1	many_to_one	ENSCAFG00845027630	0	NA	NA	NA	1	5	2	1	2
ENSMUSG00000116570	1	many_to_many_DifferentNumber	ENSG00000230401;ENSG00000287073	0	NA	NA	NA	1	1	many_to_many_sameNumber	ENSCAFG00845030781;ENSCAFG00845030804;ENSCAFG00845030811	0	NA	NA	NA	1	4	2	0	2
ENSMUSG00000116571	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116572	1	many_to_many_DifferentNumber	ENSG00000235126;ENSG00000229912;ENSG00000272989;ENSG00000289396	1	many_to_many_strict	lincSS.dw	ENSG00000229912;ENSG00000235126	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000116573	1	one_to_many	ENSG00000243276;ENSG00000241213;ENSG00000239268	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845015643	0	NA	NA	NA	0	3	2	0	1
ENSMUSG00000116574	1	one_to_one	ENSG00000285780	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116575	0	NA	NA	1	one_to_many	lincSS.up	ENSG00000287273;ENSG00000242339	1	0	NA	NA	0	NA	NA	NA	0	2	0	1	1
ENSMUSG00000116576	1	many_to_many_DifferentNumber	ENSG00000234703;ENSG00000231106;ENSG00000286153	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116581	1	many_to_many_DifferentNumber	ENSG00000230401;ENSG00000287073	0	NA	NA	NA	1	1	many_to_many_sameNumber	ENSCAFG00845030781;ENSCAFG00845030804;ENSCAFG00845030811	1	many_to_many	lincSS.dw	ENSCAFG00845030811;ENSCAFG00845030781;ENSCAFG00845030804	1	5	2	1	2
ENSMUSG00000116582	1	many_to_many_DifferentNumber	ENSG00000237138;ENSG00000230323;ENSG00000261610	1	one_to_one	lincSS.dw	ENSG00000261610	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000116586	1	one_to_one	ENSG00000223563	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116588	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116589	1	one_to_many	ENSG00000270116;ENSG00000230366;ENSG00000242553	1	one_to_many	lncgConv	ENSG00000242553;ENSG00000230366	1	1	one_to_one	ENSCAFG00845028522	1	one_to_one	lncgConv	ENSCAFG00845028522	1	6	2	2	2
ENSMUSG00000116590	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000286828	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000116595	1	many_to_one	ENSG00000230794	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116597	1	many_to_many_DifferentNumber	ENSG00000235126;ENSG00000229912;ENSG00000272989;ENSG00000289396	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116600	1	many_to_one	ENSG00000273091	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845023583	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000116604	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116608	1	many_to_many_sameNumber	ENSG00000272657;ENSG00000214955;ENSG00000227456	0	NA	NA	NA	1	1	many_to_many_DifferentNumber	ENSCAFG00845025710;ENSCAFG00845025720;ENSCAFG00845025747;ENSCAFG00845025769	0	NA	NA	NA	0	3	2	0	1
ENSMUSG00000116610	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000116615	1	many_to_many_sameNumber	ENSG00000227360;ENSG00000287092;ENSG00000289830;ENSG00000271265	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116616	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000116617	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116618	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116619	1	many_to_one	ENSG00000286447	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116627	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116628	1	many_to_one	ENSG00000244676	1	one_to_one	lncgDivg	ENSG00000244676	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000116641	1	many_to_one	ENSG00000286717	1	one_to_one	lncgConv	ENSG00000286717	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000116644	0	NA	NA	1	one_to_many	lincDivg	ENSG00000203711;ENSG00000285159	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000116645	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116655	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000116657	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116660	1	many_to_many_DifferentNumber	ENSG00000224855;ENSG00000286624;ENSG00000214146;ENSG00000232874;ENSG00000230102;ENSG00000229155	1	many_to_one	lincDivg	ENSG00000230102	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000116665	1	many_to_one	ENSG00000239523	1	many_to_many	lncgDivg	ENSG00000288806;ENSG00000250174;ENSG00000273123	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000116674	0	NA	NA	1	one_to_one	lincConv	ENSG00000234883	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000116681	1	many_to_many_DifferentNumber	ENSG00000286517;ENSG00000231324;ENSG00000224269	1	one_to_one	lncgSS.up	ENSG00000286517	1	1	many_to_one	ENSCAFG00845027630	0	NA	NA	NA	1	5	2	1	2
ENSMUSG00000116689	1	one_to_one	ENSG00000241754	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116693	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000116695	1	many_to_many_sameNumber	ENSG00000223662;ENSG00000235277	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116697	1	one_to_one	ENSG00000286485	1	one_to_one	lncgDivg	ENSG00000286485	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000116699	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116701	1	many_to_many_sameNumber	ENSG00000229047;ENSG00000231201;ENSG00000236471	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116706	1	many_to_many_DifferentNumber	ENSG00000286854;ENSG00000291293;ENSG00000242759;ENSG00000288557;ENSG00000239828	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116709	1	one_to_one	ENSG00000230978	1	one_to_one	lincConv	ENSG00000230978	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000116712	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000116714	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000228028	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000116716	1	one_to_many	ENSG00000231231;ENSG00000226012	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116717	1	many_to_one	ENSG00000243089	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000116718	1	one_to_many	ENSG00000271234;ENSG00000288829	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116720	1	one_to_many	ENSG00000184029;ENSG00000223608;ENSG00000233213	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000116723	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116725	1	many_to_many_DifferentNumber	ENSG00000287421;ENSG00000288848;ENSG00000286956;ENSG00000243701;ENSG00000272597	0	NA	NA	NA	0	0	NA	NA	1	one_to_one	lincDivg	ENSCAFG00845023181	0	2	1	1	0
ENSMUSG00000116733	1	one_to_one	ENSG00000231724	1	one_to_one	lncgDivg	ENSG00000231724	1	1	one_to_one	ENSCAFG00845021883	0	NA	NA	NA	1	5	2	1	2
ENSMUSG00000116736	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116737	1	many_to_many_DifferentNumber	ENSG00000238031;ENSG00000233987;ENSG00000237222	0	NA	NA	NA	1	1	many_to_many_sameNumber	ENSCAFG00845030802;ENSCAFG00845030807	1	one_to_many	lincConv	ENSCAFG00845030802;ENSCAFG00845030807	1	5	2	1	2
ENSMUSG00000116747	1	many_to_many_sameNumber	ENSG00000272657;ENSG00000214955;ENSG00000227456	0	NA	NA	NA	1	1	many_to_many_DifferentNumber	ENSCAFG00845025710;ENSCAFG00845025720;ENSCAFG00845025747;ENSCAFG00845025769	0	NA	NA	NA	0	3	2	0	1
ENSMUSG00000116750	1	many_to_many_DifferentNumber	ENSG00000241593;ENSG00000242828;ENSG00000242145;ENSG00000286329	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116751	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000116753	1	many_to_many_DifferentNumber	ENSG00000237138;ENSG00000230323;ENSG00000261610	1	one_to_one	lincConv	ENSG00000230323	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000116754	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000116755	1	one_to_many	ENSG00000228980;ENSG00000242029;ENSG00000289358	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000116762	1	many_to_many_DifferentNumber	ENSG00000235126;ENSG00000229912;ENSG00000272989;ENSG00000289396	1	many_to_many_strict	lincSS.dw	ENSG00000229912;ENSG00000235126	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000116763	1	one_to_many	ENSG00000232360;ENSG00000227757	1	one_to_one	lincSS.up	ENSG00000232360	1	1	one_to_one	ENSCAFG00845026338	1	one_to_one	lincSS.up	ENSCAFG00845026338	1	6	2	2	2
