PCG.Mus_musculus	lncRNA.Mus_musculus	conf.Mus_musculus	class.Mus_musculus	distance.Mus_musculus	PCG.Homo_sapiens	lncRNA.Homo_sapiens	conf.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens
ENSMUSG00000049336	ENSMUSG00000087245	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000253947	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000087245	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000253713	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000087245	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000254365	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000087245	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000253925	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000087245	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000254187	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000087245	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000253527	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000087245	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000253660	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000087245	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000253469	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000087245	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000254297	lncgDivg	1.1.1	0
ENSMUSG00000049538	ENSMUSG00000021600	lincDivg	1.1.1	41137	ENSG00000145536	ENSG00000250529	lincDivg	1.1.1	62019
ENSMUSG00000049538	ENSMUSG00000021600	lincDivg	1.1.1	41137	ENSG00000145536	ENSG00000251426	lincDivg	n.1.1	90833
ENSMUSG00000049538	ENSMUSG00000113771	lncgDivg	1.1.1	0	ENSG00000145536	ENSG00000250579	lncgDivg	n.1.1	177
ENSMUSG00000049538	ENSMUSG00000113771	lncgDivg	1.1.1	0	ENSG00000145536	ENSG00000250866	lncgDivg	1.1.1	0
ENSMUSG00000049556	ENSMUSG00000097870	lncgConv	1.1.1	4002	ENSG00000169783	ENSG00000259420	lncgConv	n.1.1	39990
ENSMUSG00000049659	ENSMUSG00000120343	lncgDivg	1.1.1	129	ENSG00000119844	ENSG00000260101	lncgDivg	1.1.1	189
ENSMUSG00000049744	ENSMUSG00000085089	lncgDivg	1.1.1	0	ENSG00000075884	ENSG00000228655	lncgDivg	n.n.1	0
ENSMUSG00000049744	ENSMUSG00000085089	lncgDivg	1.1.1	0	ENSG00000075884	ENSG00000257284	lncgDivg	1.1.1	0
ENSMUSG00000049744	ENSMUSG00000085089	lncgDivg	1.1.1	0	ENSG00000075884	ENSG00000257277	lncgDivg	n.n.1	0
ENSMUSG00000049744	ENSMUSG00000085089	lncgDivg	1.1.1	0	ENSG00000075884	ENSG00000231758	lncgDivg	n.1.1	0
ENSMUSG00000049792	ENSMUSG00000112991	lncgConv	1.1.1	3938	ENSG00000166170	ENSG00000258851	lncgConv	1.1.1	0
ENSMUSG00000049800	ENSMUSG00000121213	lincSS.up	1.1.1	89152	ENSG00000179833	ENSG00000234572	lincSS.up	1.1.1	95125
ENSMUSG00000049800	ENSMUSG00000121213	lincSS.up	1.1.1	89152	ENSG00000179833	ENSG00000288986	lincSS.up	1.1.1	14458
ENSMUSG00000049807	ENSMUSG00000047988	lncgDivg	1.1.1	0	ENSG00000275832	ENSG00000276170	lncgDivg	n.1.1	0
ENSMUSG00000049811	ENSMUSG00000085665	lincSS.dw	1.1.1	37210	ENSG00000170264	ENSG00000289410	lincSS.dw	n.1.1	60543
ENSMUSG00000049866	ENSMUSG00000100367	lincConv	1.1.1	15025	ENSG00000188042	ENSG00000228162	lincConv	n.1.1	30914
ENSMUSG00000049922	ENSMUSG00000085261	lincDivg	n.1.1	23281	ENSG00000181830	ENSG00000255226	lincDivg	n.1.1	51793
ENSMUSG00000049922	ENSMUSG00000085261	lincDivg	n.1.1	23281	ENSG00000181830	ENSG00000255426	lincDivg	1.1.1	68306
ENSMUSG00000049985	ENSMUSG00000120592	lincSS.up	1.1.1	98911	ENSG00000164512	ENSG00000249697	lincSS.up	1.1.1	80575
ENSMUSG00000050199	ENSMUSG00000063751	lncgDivg	n.n.n	4279	ENSG00000205213	ENSG00000254862	lncgDivg	n.1.1	0
ENSMUSG00000050270	ENSMUSG00000085926	lincSS.up	1.1.1	13529	ENSG00000187824	ENSG00000264016	lincSS.up	n.n.n	11234
ENSMUSG00000050271	ENSMUSG00000110321	lincConv	n.1.1	26353	ENSG00000275342	ENSG00000291049	lincConv	n.1.1	72871
ENSMUSG00000050271	ENSMUSG00000110116	lincSS.dw	1.1.1	28354	ENSG00000275342	ENSG00000291048	lincSS.dw	n.1.1	73069
ENSMUSG00000050271	ENSMUSG00000110116	lincSS.dw	1.1.1	28354	ENSG00000275342	ENSG00000253893	lincSS.dw	1.1.1	91122
ENSMUSG00000050271	ENSMUSG00000109704	lincSS.dw	n.1.1	11692	ENSG00000275342	ENSG00000291048	lincSS.dw	n.1.1	73069
ENSMUSG00000050271	ENSMUSG00000109704	lincSS.dw	n.1.1	11692	ENSG00000275342	ENSG00000253893	lincSS.dw	1.1.1	91122
ENSMUSG00000050272	ENSMUSG00000117000	lncgDivg	n.n.1	0	ENSG00000171587	ENSG00000288069	lncgDivg	1.1.1	0
ENSMUSG00000050272	ENSMUSG00000117000	lncgDivg	n.n.1	0	ENSG00000171587	ENSG00000235123	lncgDivg	n.1.1	0
ENSMUSG00000050272	ENSMUSG00000117179	lncgDivg	1.1.1	0	ENSG00000171587	ENSG00000288069	lncgDivg	1.1.1	0
ENSMUSG00000050272	ENSMUSG00000117179	lncgDivg	1.1.1	0	ENSG00000171587	ENSG00000235123	lncgDivg	n.1.1	0
ENSMUSG00000050272	ENSMUSG00000117324	lncgDivg	n.1.1	0	ENSG00000171587	ENSG00000288069	lncgDivg	1.1.1	0
ENSMUSG00000050272	ENSMUSG00000117324	lncgDivg	n.1.1	0	ENSG00000171587	ENSG00000235123	lncgDivg	n.1.1	0
ENSMUSG00000050321	ENSMUSG00000117778	lncgDivg	1.1.1	0	ENSG00000166342	ENSG00000263958	lncgDivg	n.1.1	242
ENSMUSG00000050549	ENSMUSG00000104763	lincDivg	n.1.1	19844	ENSG00000174749	ENSG00000249815	lincDivg	n.1.1	33181
ENSMUSG00000050549	ENSMUSG00000106437	lincDivg	1.1.1	74385	ENSG00000174749	ENSG00000249815	lincDivg	n.1.1	33181
ENSMUSG00000050558	ENSMUSG00000027345	lincDivg	1.1.1	39294	ENSG00000101292	ENSG00000276688	lincDivg	1.1.1	90610
ENSMUSG00000050587	ENSMUSG00000091061	lncgDivg	1.1.1	0	ENSG00000148948	ENSG00000255132	lncgDivg	1.1.1	0
ENSMUSG00000050608	ENSMUSG00000120910	lncgDivg	1.1.1	0	ENSG00000173436	ENSG00000235185	lncgDivg	1.1.1	0
ENSMUSG00000050663	ENSMUSG00000089934	lncgDivg	1.1.1	0	ENSG00000072657	ENSG00000236333	lncgDivg	n.n.1	0
ENSMUSG00000050663	ENSMUSG00000084865	lncgDivg	1.1.1	0	ENSG00000072657	ENSG00000236333	lncgDivg	n.n.1	0
ENSMUSG00000050730	ENSMUSG00000085253	lncgDivg	n.n.1	0	ENSG00000165895	ENSG00000248027	lncgDivg	1.1.1	0
ENSMUSG00000050919	ENSMUSG00000097848	lincSS.up	n.1.1	77042	ENSG00000178175	ENSG00000248371	lincSS.up	n.1.1	66710
ENSMUSG00000050930	ENSMUSG00000120908	lincSS.dw	1.1.1	12237	ENSG00000212916	ENSG00000286774	lincSS.dw	1.1.1	33457
ENSMUSG00000050954	ENSMUSG00000053181	lncgDivg	1.1.1	119	ENSG00000175787	ENSG00000230262	lncgDivg	n.n.1	0
ENSMUSG00000050965	ENSMUSG00000086078	lncgDivg	1.1.1	0	ENSG00000154229	ENSG00000289587	lncgDivg	n.1.1	0
ENSMUSG00000050965	ENSMUSG00000086078	lncgDivg	1.1.1	0	ENSG00000154229	ENSG00000264630	lncgDivg	n.1.1	0
ENSMUSG00000050965	ENSMUSG00000084978	lncgDivg	1.1.1	0	ENSG00000154229	ENSG00000289587	lncgDivg	n.1.1	0
ENSMUSG00000050965	ENSMUSG00000084978	lncgDivg	1.1.1	0	ENSG00000154229	ENSG00000264630	lncgDivg	n.1.1	0
ENSMUSG00000050994	ENSMUSG00000109160	lincConv	n.1.1	77004	ENSG00000118492	ENSG00000289851	lincConv	1.1.1	98962
ENSMUSG00000050994	ENSMUSG00000112573	lincSS.dw	1.1.1	38774	ENSG00000118492	ENSG00000227748	lincSS.dw	n.1.1	39521
ENSMUSG00000051111	ENSMUSG00000100475	lncgDivg	1.1.1	792	ENSG00000122012	ENSG00000248127	lncgDivg	1.1.1	0
ENSMUSG00000051111	ENSMUSG00000100475	lncgDivg	1.1.1	792	ENSG00000122012	ENSG00000250348	lncgDivg	1.1.1	0
ENSMUSG00000051236	ENSMUSG00000112716	lincSS.dw	n.1.1	81893	ENSG00000174099	ENSG00000256268	lincSS.dw	n.1.1	97681
ENSMUSG00000051236	ENSMUSG00000112716	lincSS.dw	n.1.1	81893	ENSG00000174099	ENSG00000255866	lincSS.dw	n.1.1	65495
ENSMUSG00000051236	ENSMUSG00000111907	lincSS.dw	1.1.1	15068	ENSG00000174099	ENSG00000256268	lincSS.dw	n.1.1	97681
ENSMUSG00000051236	ENSMUSG00000111907	lincSS.dw	1.1.1	15068	ENSG00000174099	ENSG00000255866	lincSS.dw	n.1.1	65495
ENSMUSG00000051236	ENSMUSG00000044544	lncgConv	n.1.1	2210	ENSG00000174099	ENSG00000250748	lncgConv	n.n.1	0
ENSMUSG00000051285	ENSMUSG00000120372	lncgDivg	1.1.1	96	ENSG00000168300	ENSG00000228801	lncgDivg	n.1.1	129
ENSMUSG00000051339	ENSMUSG00000106659	lncgDivg	1.1.1	0	ENSG00000197077	ENSG00000279110	lncgDivg	1.1.1	0
ENSMUSG00000051339	ENSMUSG00000106659	lncgDivg	1.1.1	0	ENSG00000197077	ENSG00000279548	lncgDivg	1.1.1	0
ENSMUSG00000051339	ENSMUSG00000106659	lncgDivg	1.1.1	0	ENSG00000197077	ENSG00000279085	lncgDivg	1.1.1	0
ENSMUSG00000051339	ENSMUSG00000106659	lncgDivg	1.1.1	0	ENSG00000197077	ENSG00000203280	lncgDivg	1.1.1	0
ENSMUSG00000051339	ENSMUSG00000106659	lncgDivg	1.1.1	0	ENSG00000197077	ENSG00000279006	lncgDivg	1.1.1	0
ENSMUSG00000051359	ENSMUSG00000101671	lncgDivg	1.1.1	0	ENSG00000104490	ENSG00000253629	lncgDivg	1.1.1	0
ENSMUSG00000051359	ENSMUSG00000086125	lncgDivg	1.1.1	0	ENSG00000104490	ENSG00000253629	lncgDivg	1.1.1	0
ENSMUSG00000051359	ENSMUSG00000022288	lncgDivg	1.1.1	0	ENSG00000104490	ENSG00000253629	lncgDivg	1.1.1	0
ENSMUSG00000051367	ENSMUSG00000120512	lncgConv	1.1.1	0	ENSG00000126778	ENSG00000258952	lncgConv	1.1.1	832
ENSMUSG00000051375	ENSMUSG00000089983	lncgDivg	n.n.1	0	ENSG00000156453	ENSG00000287726	lncgDivg	n.1.1	3569
ENSMUSG00000051401	ENSMUSG00000118315	lncgDivg	1.1.1	0	ENSG00000183775	ENSG00000285605	lncgDivg	1.1.1	0
ENSMUSG00000051401	ENSMUSG00000117674	lncgDivg	1.1.1	0	ENSG00000183775	ENSG00000285605	lncgDivg	1.1.1	0
ENSMUSG00000051435	ENSMUSG00000085424	lncgDivg	1.1.1	0	ENSG00000142621	ENSG00000236045	lncgDivg	1.1.1	0
ENSMUSG00000051435	ENSMUSG00000085424	lncgDivg	1.1.1	0	ENSG00000142621	ENSG00000233485	lncgDivg	1.1.1	0
ENSMUSG00000051495	ENSMUSG00000120101	lncgDivg	1.1.1	705	ENSG00000168264	ENSG00000228830	lncgDivg	1.1.1	0
ENSMUSG00000051510	ENSMUSG00000120999	lncgDivg	n.1.1	117	ENSG00000197063	ENSG00000265688	lncgDivg	1.1.1	94
ENSMUSG00000051510	ENSMUSG00000120999	lncgDivg	n.1.1	117	ENSG00000197063	ENSG00000264769	lncgDivg	1.1.1	0
ENSMUSG00000051586	ENSMUSG00000108232	lncgDivg	1.1.1	0	ENSG00000243156	ENSG00000235295	lncgDivg	1.1.1	4824
ENSMUSG00000051586	ENSMUSG00000108232	lncgDivg	1.1.1	0	ENSG00000243156	ENSG00000286990	lncgDivg	1.1.1	0
ENSMUSG00000051586	ENSMUSG00000097011	lncgDivg	n.1.1	0	ENSG00000243156	ENSG00000235295	lncgDivg	1.1.1	4824
ENSMUSG00000051586	ENSMUSG00000097011	lncgDivg	n.1.1	0	ENSG00000243156	ENSG00000286990	lncgDivg	1.1.1	0
ENSMUSG00000051586	ENSMUSG00000108171	lncgDivg	1.1.1	0	ENSG00000243156	ENSG00000235295	lncgDivg	1.1.1	4824
ENSMUSG00000051586	ENSMUSG00000108171	lncgDivg	1.1.1	0	ENSG00000243156	ENSG00000286990	lncgDivg	1.1.1	0
ENSMUSG00000051650	ENSMUSG00000085979	lincSS.dw	1.1.1	26752	ENSG00000170340	ENSG00000228541	lincSS.dw	n.n.n	71515
ENSMUSG00000051747	ENSMUSG00000086354	lncgDivg	1.1.1	0	ENSG00000155657	ENSG00000270277	lncgDivg	1.1.1	0
ENSMUSG00000051747	ENSMUSG00000086354	lncgDivg	1.1.1	0	ENSG00000155657	ENSG00000271141	lncgDivg	1.1.1	0
ENSMUSG00000051747	ENSMUSG00000086354	lncgDivg	1.1.1	0	ENSG00000155657	ENSG00000267784	lncgDivg	1.1.1	0
ENSMUSG00000051747	ENSMUSG00000086354	lncgDivg	1.1.1	0	ENSG00000155657	ENSG00000270574	lncgDivg	1.1.1	0
ENSMUSG00000051747	ENSMUSG00000086354	lncgDivg	1.1.1	0	ENSG00000155657	ENSG00000270956	lncgDivg	1.1.1	0
ENSMUSG00000051747	ENSMUSG00000086354	lncgDivg	1.1.1	0	ENSG00000155657	ENSG00000271401	lncgDivg	1.1.1	0
ENSMUSG00000051747	ENSMUSG00000086354	lncgDivg	1.1.1	0	ENSG00000155657	ENSG00000271011	lncgDivg	1.1.1	0
ENSMUSG00000051855	ENSMUSG00000107825	lncgDivg	1.1.1	0	ENSG00000106484	ENSG00000259920	lncgDivg	1.1.1	1779
ENSMUSG00000051855	ENSMUSG00000107825	lncgDivg	1.1.1	0	ENSG00000106484	ENSG00000272701	lncgDivg	n.1.1	0
ENSMUSG00000051855	ENSMUSG00000107825	lncgDivg	1.1.1	0	ENSG00000106484	ENSG00000270823	lncgDivg	1.1.1	0
ENSMUSG00000051864	ENSMUSG00000120224	lncgDivg	1.1.1	49	ENSG00000054611	ENSG00000260708	lncgDivg	1.1.1	53
ENSMUSG00000051864	ENSMUSG00000120224	lncgDivg	1.1.1	49	ENSG00000054611	ENSG00000280080	lncgDivg	n.1.1	0
ENSMUSG00000051864	ENSMUSG00000115918	lncgDivg	n.1.1	0	ENSG00000054611	ENSG00000260708	lncgDivg	1.1.1	53
ENSMUSG00000051864	ENSMUSG00000115918	lncgDivg	n.1.1	0	ENSG00000054611	ENSG00000280080	lncgDivg	n.1.1	0
ENSMUSG00000051890	ENSMUSG00000085539	lncgDivg	1.1.1	0	ENSG00000197776	ENSG00000258400	lncgDivg	1.1.1	0
ENSMUSG00000051910	ENSMUSG00000108489	lncgDivg	1.1.1	0	ENSG00000110693	ENSG00000254878	lncgDivg	1.1.1	0
ENSMUSG00000051910	ENSMUSG00000030664	lncgDivg	1.1.1	0	ENSG00000110693	ENSG00000254878	lncgDivg	1.1.1	0
ENSMUSG00000051950	ENSMUSG00000106740	lincConv	1.1.1	39391	ENSG00000187676	ENSG00000290234	lincConv	1.1.1	37149
ENSMUSG00000051950	ENSMUSG00000107214	lincSS.dw	n.1.1	85148	ENSG00000187676	ENSG00000278305	lincSS.dw	1.1.1	87713
ENSMUSG00000051951	ENSMUSG00000089699	lncgDivg	1.1.1	0	ENSG00000206579	ENSG00000253976	lncgDivg	1.1.1	0
ENSMUSG00000051951	ENSMUSG00000089699	lncgDivg	1.1.1	0	ENSG00000206579	ENSG00000254357	lncgDivg	1.1.1	0
ENSMUSG00000051977	ENSMUSG00000116924	lincDivg	n.n.n	67409	ENSG00000126856	ENSG00000260923	lincDivg	n.1.1	81145
ENSMUSG00000051977	ENSMUSG00000116924	lincDivg	n.n.n	67409	ENSG00000126856	ENSG00000260528	lincDivg	n.1.1	10189
ENSMUSG00000052062	ENSMUSG00000086009	lincDivg	1.1.1	17675	ENSG00000116117	ENSG00000236634	lincDivg	1.1.1	71638
ENSMUSG00000052062	ENSMUSG00000100750	lncgDivg	1.1.1	0	ENSG00000116117	ENSG00000287524	lncgDivg	1.1.1	0
ENSMUSG00000052062	ENSMUSG00000085842	lncgDivg	n.n.1	0	ENSG00000116117	ENSG00000287524	lncgDivg	1.1.1	0
ENSMUSG00000052062	ENSMUSG00000085019	lncgDivg	1.1.1	0	ENSG00000116117	ENSG00000287524	lncgDivg	1.1.1	0
ENSMUSG00000052062	ENSMUSG00000085400	lncgDivg	1.1.1	0	ENSG00000116117	ENSG00000287524	lncgDivg	1.1.1	0
ENSMUSG00000052085	ENSMUSG00000120776	lncgDivg	1.1.1	0	ENSG00000107099	ENSG00000235880	lncgDivg	1.1.1	0
ENSMUSG00000052085	ENSMUSG00000120776	lncgDivg	1.1.1	0	ENSG00000107099	ENSG00000183784	lncgDivg	n.1.1	0
ENSMUSG00000052105	ENSMUSG00000121208	lincSS.dw	1.1.1	70054	ENSG00000168502	ENSG00000287719	lincSS.dw	1.1.1	81221
ENSMUSG00000052105	ENSMUSG00000117003	lncgDivg	1.1.1	104	ENSG00000168502	ENSG00000265962	lncgDivg	1.1.1	0
ENSMUSG00000052135	ENSMUSG00000084929	lncgDivg	1.1.1	3992	ENSG00000204060	ENSG00000229901	lncgDivg	1.1.1	0
ENSMUSG00000052139	ENSMUSG00000106894	lncgDivg	1.1.1	0	ENSG00000158019	ENSG00000223522	lncgDivg	n.1.1	0
ENSMUSG00000052253	ENSMUSG00000115335	lincConv	1.1.1	55884	ENSG00000173545	ENSG00000249737	lincConv	1.1.1	19083
ENSMUSG00000052276	ENSMUSG00000116530	lncgDivg	1.1.1	0	ENSG00000188729	ENSG00000233308	lncgDivg	n.n.1	0
ENSMUSG00000052302	ENSMUSG00000112014	lncgDivg	n.n.1	0	ENSG00000111490	ENSG00000286682	lncgDivg	1.1.1	0
ENSMUSG00000052331	ENSMUSG00000101674	lncgDivg	n.n.1	0	ENSG00000065413	ENSG00000231621	lncgDivg	n.1.1	0
ENSMUSG00000052331	ENSMUSG00000101674	lncgDivg	n.n.1	0	ENSG00000065413	ENSG00000225979	lncgDivg	1.1.1	220
ENSMUSG00000052387	ENSMUSG00000098739	lncgDivg	n.n.1	0	ENSG00000083067	ENSG00000223966	lncgDivg	1.1.1	0
ENSMUSG00000052387	ENSMUSG00000098739	lncgDivg	n.n.1	0	ENSG00000083067	ENSG00000232086	lncgDivg	1.1.1	0
ENSMUSG00000052397	ENSMUSG00000116644	lincDivg	n.1.1	25725	ENSG00000092820	ENSG00000203711	lincDivg	n.n.n	50480
ENSMUSG00000052397	ENSMUSG00000116644	lincDivg	n.1.1	25725	ENSG00000092820	ENSG00000285159	lincDivg	1.1.1	34220
ENSMUSG00000052419	ENSMUSG00000097616	lncgDivg	n.1.1	19	ENSG00000214194	ENSG00000289630	lncgDivg	1.1.1	106
ENSMUSG00000052428	ENSMUSG00000121275	lncgDivg	1.1.1	0	ENSG00000143183	ENSG00000224358	lncgDivg	1.1.1	0
ENSMUSG00000052512	ENSMUSG00000108950	lncgDivg	n.1.1	0	ENSG00000166833	ENSG00000255043	lncgDivg	n.1.1	0
ENSMUSG00000052512	ENSMUSG00000108950	lncgDivg	n.1.1	0	ENSG00000166833	ENSG00000254453	lncgDivg	1.1.1	0
ENSMUSG00000052512	ENSMUSG00000108950	lncgDivg	n.1.1	0	ENSG00000166833	ENSG00000254542	lncgDivg	1.1.1	0
ENSMUSG00000052512	ENSMUSG00000108950	lncgDivg	n.1.1	0	ENSG00000166833	ENSG00000254622	lncgDivg	1.1.1	0
ENSMUSG00000052512	ENSMUSG00000108950	lncgDivg	n.1.1	0	ENSG00000166833	ENSG00000270607	lncgDivg	1.1.1	0
ENSMUSG00000052512	ENSMUSG00000108950	lncgDivg	n.1.1	0	ENSG00000166833	ENSG00000254894	lncgDivg	1.1.1	0
ENSMUSG00000052512	ENSMUSG00000110093	lncgDivg	1.1.1	0	ENSG00000166833	ENSG00000255043	lncgDivg	n.1.1	0
ENSMUSG00000052512	ENSMUSG00000110093	lncgDivg	1.1.1	0	ENSG00000166833	ENSG00000254453	lncgDivg	1.1.1	0
ENSMUSG00000052512	ENSMUSG00000110093	lncgDivg	1.1.1	0	ENSG00000166833	ENSG00000254542	lncgDivg	1.1.1	0
ENSMUSG00000052512	ENSMUSG00000110093	lncgDivg	1.1.1	0	ENSG00000166833	ENSG00000254622	lncgDivg	1.1.1	0
ENSMUSG00000052512	ENSMUSG00000110093	lncgDivg	1.1.1	0	ENSG00000166833	ENSG00000270607	lncgDivg	1.1.1	0
ENSMUSG00000052512	ENSMUSG00000110093	lncgDivg	1.1.1	0	ENSG00000166833	ENSG00000254894	lncgDivg	1.1.1	0
ENSMUSG00000052512	ENSMUSG00000109203	lncgSS.dw	1.1.1	0	ENSG00000166833	ENSG00000255270	lncgSS.dw	1.1.1	0
ENSMUSG00000052533	ENSMUSG00000084892	lncgDivg	1.1.1	0	ENSG00000095319	ENSG00000267834	lncgDivg	1.1.1	0
ENSMUSG00000052534	ENSMUSG00000093538	lncgConv	1.1.1	0	ENSG00000185630	ENSG00000289408	lncgConv	n.1.1	3803
ENSMUSG00000052551	ENSMUSG00000114126	lncgDivg	1.1.1	2372	ENSG00000185736	ENSG00000205696	lncgDivg	n.1.1	0
ENSMUSG00000052557	ENSMUSG00000121084	lncgDivg	1.1.1	302	ENSG00000261609	ENSG00000289067	lncgDivg	1.1.1	125
ENSMUSG00000052557	ENSMUSG00000121084	lncgDivg	1.1.1	302	ENSG00000261609	ENSG00000260495	lncgDivg	1.1.1	1521
ENSMUSG00000052572	ENSMUSG00000109382	lncgDivg	1.1.1	0	ENSG00000150672	ENSG00000255555	lncgDivg	1.1.1	0
ENSMUSG00000052572	ENSMUSG00000109382	lncgDivg	1.1.1	0	ENSG00000150672	ENSG00000255311	lncgDivg	n.n.1	0
ENSMUSG00000052572	ENSMUSG00000109382	lncgDivg	1.1.1	0	ENSG00000150672	ENSG00000254787	lncgDivg	1.1.1	0
ENSMUSG00000052581	ENSMUSG00000086739	lncgDivg	1.1.1	0	ENSG00000176204	ENSG00000234653	lncgDivg	1.1.1	0
ENSMUSG00000052584	ENSMUSG00000115092	lncgConv	n.1.1	1833	ENSG00000151778	ENSG00000237361	lncgConv	n.1.1	1826
ENSMUSG00000052593	ENSMUSG00000116819	lncgDivg	1.1.1	133	ENSG00000151694	ENSG00000239300	lncgDivg	n.n.1	0
ENSMUSG00000052593	ENSMUSG00000116819	lncgDivg	1.1.1	133	ENSG00000151694	ENSG00000271855	lncgDivg	1.1.1	0
ENSMUSG00000052613	ENSMUSG00000085456	lncgDivg	n.1.1	0	ENSG00000150275	ENSG00000228048	lncgDivg	1.1.1	0
ENSMUSG00000052613	ENSMUSG00000085456	lncgDivg	n.1.1	0	ENSG00000150275	ENSG00000223800	lncgDivg	1.1.1	0
ENSMUSG00000052613	ENSMUSG00000085456	lncgDivg	n.1.1	0	ENSG00000150275	ENSG00000234173	lncgDivg	1.1.1	0
ENSMUSG00000052684	ENSMUSG00000085377	lincSS.up	1.1.1	36861	ENSG00000177606	ENSG00000232453	lincSS.up	n.1.1	98820
ENSMUSG00000052684	ENSMUSG00000085377	lincSS.up	1.1.1	36861	ENSG00000177606	ENSG00000272226	lincSS.up	1.1.1	28760
ENSMUSG00000052684	ENSMUSG00000085377	lincSS.up	1.1.1	36861	ENSG00000177606	ENSG00000231740	lincSS.up	1.1.1	54400
ENSMUSG00000052684	ENSMUSG00000087366	lncgDivg	n.n.1	0	ENSG00000177606	ENSG00000234807	lncgDivg	n.1.1	1080
ENSMUSG00000052698	ENSMUSG00000111556	lncgConv	n.1.1	2571	ENSG00000171914	ENSG00000259370	lncgConv	n.n.1	0
ENSMUSG00000052698	ENSMUSG00000111412	lncgDivg	1.1.1	0	ENSG00000171914	ENSG00000259756	lncgDivg	1.1.1	0
ENSMUSG00000052698	ENSMUSG00000111412	lncgDivg	1.1.1	0	ENSG00000171914	ENSG00000274340	lncgDivg	1.1.1	1651
ENSMUSG00000052698	ENSMUSG00000111412	lncgDivg	1.1.1	0	ENSG00000171914	ENSG00000259458	lncgDivg	n.1.1	0
ENSMUSG00000052713	ENSMUSG00000096948	lncgDivg	n.n.1	0	ENSG00000168916	ENSG00000249112	lncgDivg	1.1.1	0
ENSMUSG00000052713	ENSMUSG00000120640	lncgDivg	1.1.1	0	ENSG00000168916	ENSG00000249112	lncgDivg	1.1.1	0
ENSMUSG00000052727	ENSMUSG00000097027	lncgDivg	1.1.1	89	ENSG00000131711	ENSG00000285804	lncgDivg	n.n.1	0
ENSMUSG00000052928	ENSMUSG00000097712	lncgDivg	1.1.1	0	ENSG00000134030	ENSG00000267764	lncgDivg	1.1.1	0
ENSMUSG00000052928	ENSMUSG00000097712	lncgDivg	1.1.1	0	ENSG00000134030	ENSG00000267762	lncgDivg	1.1.1	0
ENSMUSG00000052942	ENSMUSG00000097735	lncgDivg	n.1.1	0	ENSG00000107249	ENSG00000228322	lncgDivg	1.1.1	0
ENSMUSG00000052942	ENSMUSG00000097735	lncgDivg	n.1.1	0	ENSG00000107249	ENSG00000237009	lncgDivg	1.1.1	0
ENSMUSG00000052942	ENSMUSG00000097735	lncgDivg	n.1.1	0	ENSG00000107249	ENSG00000236724	lncgDivg	1.1.1	0
ENSMUSG00000052942	ENSMUSG00000089952	lncgSS.up	1.1.1	0	ENSG00000107249	ENSG00000230001	lncgSS.up	1.1.1	0
ENSMUSG00000052955	ENSMUSG00000108060	lncgDivg	n.n.n	20	ENSG00000106066	ENSG00000229452	lncgDivg	1.1.1	0
ENSMUSG00000052955	ENSMUSG00000108060	lncgDivg	n.n.n	20	ENSG00000106066	ENSG00000285412	lncgDivg	n.1.1	0
ENSMUSG00000052957	ENSMUSG00000114433	lncgDivg	n.n.1	0	ENSG00000180447	ENSG00000226237	lncgDivg	n.1.1	1123
ENSMUSG00000053004	ENSMUSG00000120498	lncgDivg	1.1.1	145	ENSG00000196639	ENSG00000285906	lncgDivg	n.1.1	0
ENSMUSG00000053025	ENSMUSG00000097247	lncgDivg	n.1.1	0	ENSG00000185518	ENSG00000285661	lncgDivg	1.1.1	112
ENSMUSG00000053093	ENSMUSG00000115610	lncgDivg	1.1.1	0	ENSG00000092054	ENSG00000258444	lncgDivg	1.1.1	0
ENSMUSG00000053093	ENSMUSG00000101680	lncgDivg	1.1.1	0	ENSG00000092054	ENSG00000258444	lncgDivg	1.1.1	0
ENSMUSG00000053110	ENSMUSG00000110161	lncgDivg	1.1.1	234	ENSG00000137693	ENSG00000254422	lncgDivg	1.1.1	0
ENSMUSG00000053110	ENSMUSG00000110161	lncgDivg	1.1.1	234	ENSG00000137693	ENSG00000277459	lncgDivg	1.1.1	0
ENSMUSG00000053110	ENSMUSG00000092185	lncgDivg	1.1.1	0	ENSG00000137693	ENSG00000254422	lncgDivg	1.1.1	0
